"AirportID","Name","City","Country","IATA","ICAO","Latitude","Longitude","Altitude","Timezone","DST","TzDB","Type","Source"
152,"Qikiqtarjuaq Airport","Broughton Island","Canada","YVM","CYVM",67.5457992554,-64.0314025879,21,"-5","A","America/Toronto","airport","OurAirports"
153,"Val-d'Or Airport","Val D'or","Canada","YVO","CYVO",48.0532989502,-77.7827987671,1107,"-5","A","America/Toronto","airport","OurAirports"
154,"Kuujjuaq Airport","Quujjuaq","Canada","YVP","CYVP",58.0960998535156,-68.4269027709961,129,"-5","A","America/Toronto","airport","OurAirports"
155,"Norman Wells Airport","Norman Wells","Canada","YVQ","CYVQ",65.2816009521484,-126.797996520996,238,"-7","A","America/Edmonton","airport","OurAirports"
156,"Vancouver International Airport","Vancouver","Canada","YVR","CYVR",49.193901062,-123.183998108,14,"-8","A","America/Vancouver","airport","OurAirports"
157,"Buffalo Narrows Airport","Buffalo Narrows","Canada","YVT","CYVT",55.8418998718,-108.417999268,1423,"-6","N","America/Regina","airport","OurAirports"
158,"Wiarton Airport","Wiarton","Canada","YVV","CYVV",44.7458,-81.107201,729,"-5","A","America/Toronto","airport","OurAirports"
159,"Petawawa Airport","Petawawa","Canada","YWA","CYWA",45.9522018432617,-77.3191986083984,427,"-5","A","America/Toronto","airport","OurAirports"
160,"Winnipeg / James Armstrong Richardson International Airport","Winnipeg","Canada","YWG","CYWG",49.9099998474,-97.2398986816,783,"-6","A","America/Winnipeg","airport","OurAirports"
161,"Wabush Airport","Wabush","Canada","YWK","CYWK",52.9219017028809,-66.8644027709961,1808,"-4","A","America/Halifax","airport","OurAirports"
162,"Williams Lake Airport","Williams Lake","Canada","YWL","CYWL",52.1831016541,-122.054000854,3085,"-8","A","America/Vancouver","airport","OurAirports"
163,"Wrigley Airport","Wrigley","Canada","YWY","CYWY",63.209400177002,-123.436996459961,489,"-7","A","America/Edmonton","airport","OurAirports"
164,"Cranbrook/Canadian Rockies International Airport","Cranbrook","Canada","YXC","CYXC",49.610801696777,-115.78199768066,3082,"-7","A","America/Edmonton","airport","OurAirports"
165,"Edmonton City Centre (Blatchford Field) Airport","Edmonton","Canada","YXD","CYXD",53.5724983215,-113.521003723,2202,"-7","A","America/Edmonton","airport","OurAirports"
166,"Saskatoon John G. Diefenbaker International Airport","Saskatoon","Canada","YXE","CYXE",52.1707992553711,-106.699996948242,1653,"-6","N","America/Regina","airport","OurAirports"
167,"Medicine Hat Airport","Medicine Hat","Canada","YXH","CYXH",50.0189018249512,-110.721000671387,2352,"-7","A","America/Edmonton","airport","OurAirports"
168,"Fort St John Airport","Fort Saint John","Canada","YXJ","CYXJ",56.2380981445312,-120.73999786377,2280,"-7","A","America/Dawson_Creek","airport","OurAirports"
169,"Sioux Lookout Airport","Sioux Lookout","Canada","YXL","CYXL",50.113899230957,-91.9052963256836,1258,"-6","A","America/Winnipeg","airport","OurAirports"
170,"Pangnirtung Airport","Pangnirtung","Canada","YXP","CYXP",66.1449966431,-65.7136001587,75,"-5","A","America/Toronto","airport","OurAirports"
171,"Earlton (Timiskaming Regional) Airport","Earlton","Canada","YXR","CYXR",47.6974006546,-79.8473453522,800,"-5","A","America/Toronto","airport","OurAirports"
172,"Prince George Airport","Prince George","Canada","YXS","CYXS",53.8894004822,-122.679000854,2267,"-8","A","America/Vancouver","airport","OurAirports"
173,"Northwest Regional Airport Terrace-Kitimat","Terrace","Canada","YXT","CYXT",54.468498,-128.576009,713,"-8","A","America/Vancouver","airport","OurAirports"
174,"London Airport","London","Canada","YXU","CYXU",43.035599,-81.1539,912,"-5","A","America/Toronto","airport","OurAirports"
175,"Abbotsford Airport","Abbotsford","Canada","YXX","CYXX",49.0252990722656,-122.361000061035,195,"-8","A","America/Vancouver","airport","OurAirports"
176,"Whitehorse / Erik Nielsen International Airport","Whitehorse","Canada","YXY","CYXY",60.7095985413,-135.067001343,2317,"-8","A","America/Vancouver","airport","OurAirports"
177,"North Bay Jack Garland Airport","North Bay","Canada","YYB","CYYB",46.363602,-79.422798,1215,"-5","A","America/Toronto","airport","OurAirports"
178,"Calgary International Airport","Calgary","Canada","YYC","CYYC",51.113899231,-114.019996643,3557,"-7","A","America/Edmonton","airport","OurAirports"
179,"Smithers Airport","Smithers","Canada","YYD","CYYD",54.8246994018555,-127.182998657227,1712,"-8","A","America/Vancouver","airport","OurAirports"
180,"Fort Nelson Airport","Fort Nelson","Canada","YYE","CYYE",58.8363990784,-122.597000122,1253,"-8","A","America/Vancouver","airport","OurAirports"
181,"Penticton Airport","Penticton","Canada","YYF","CYYF",49.4631004333496,-119.601997375488,1129,"-8","A","America/Vancouver","airport","OurAirports"
182,"Charlottetown Airport","Charlottetown","Canada","YYG","CYYG",46.2900009155273,-63.1211013793945,160,"-4","A","America/Halifax","airport","OurAirports"
183,"Taloyoak Airport","Spence Bay","Canada","YYH","CYYH",69.5466995239,-93.5766983032,92,"-7","A","America/Edmonton","airport","OurAirports"
184,"Victoria International Airport","Victoria","Canada","YYJ","CYYJ",48.646900177,-123.426002502,63,"-8","A","America/Vancouver","airport","OurAirports"
185,"Lynn Lake Airport","Lynn Lake","Canada","YYL","CYYL",56.863899230957,-101.075996398926,1170,"-6","A","America/Winnipeg","airport","OurAirports"
186,"Swift Current Airport","Swift Current","Canada","YYN","CYYN",50.2919006348,-107.691001892,2680,"-6","N","America/Regina","airport","OurAirports"
187,"Churchill Airport","Churchill","Canada","YYQ","CYYQ",58.739200592041,-94.0650024414062,94,"-6","A","America/Winnipeg","airport","OurAirports"
188,"Goose Bay Airport","Goose Bay","Canada","YYR","CYYR",53.3191986084,-60.4258003235,160,"-4","A","America/Halifax","airport","OurAirports"
189,"St. John's International Airport","St. John's","Canada","YYT","CYYT",47.618598938,-52.7518997192,461,"-3.5","A","America/St_Johns","airport","OurAirports"
190,"Kapuskasing Airport","Kapuskasing","Canada","YYU","CYYU",49.4138984680176,-82.4674987792969,743,"-5","A","America/Toronto","airport","OurAirports"
191,"Armstrong Airport","Armstrong","Canada","YYW","CYYW",50.2902984619141,-88.9096984863281,1058,"-5","A","America/Toronto","airport","OurAirports"
192,"Mont Joli Airport","Mont Joli","Canada","YYY","CYYY",48.6086006164551,-68.2080993652344,172,"-5","A","America/Toronto","airport","OurAirports"
193,"Lester B. Pearson International Airport","Toronto","Canada","YYZ","CYYZ",43.6772003174,-79.6305999756,569,"-5","A","America/Toronto","airport","OurAirports"
194,"Downsview Airport","Toronto","Canada","YZD","CYZD",43.7425003051758,-79.4655990600586,652,"-5","A","America/Toronto","airport","OurAirports"
195,"Gore Bay Manitoulin Airport","Gore Bay","Canada","YZE","CYZE",45.8852996826172,-82.5678024291992,635,"-5","A","America/Toronto","airport","OurAirports"
196,"Yellowknife Airport","Yellowknife","Canada","YZF","CYZF",62.4627990722656,-114.440002441406,675,"-7","A","America/Edmonton","airport","OurAirports"
197,"Slave Lake Airport","Slave Lake","Canada","YZH","CYZH",55.2930984497,-114.777000427,1912,"-7","A","America/Edmonton","airport","OurAirports"
198,"Sandspit Airport","Sandspit","Canada","YZP","CYZP",53.2542991638,-131.813995361,21,"-8","A","America/Vancouver","airport","OurAirports"
199,"Chris Hadfield Airport","Sarnia","Canada","YZR","CYZR",42.9994010925293,-82.3088989257812,594,"-5","A","America/Toronto","airport","OurAirports"
200,"Port Hardy Airport","Port Hardy","Canada","YZT","CYZT",50.6805992126465,-127.366996765137,71,"-8","A","America/Vancouver","airport","OurAirports"
201,"Whitecourt Airport","Whitecourt","Canada","YZU","CYZU",54.1439018249512,-115.787002563477,2567,"-7","A","America/Edmonton","airport","OurAirports"
202,"Sept-Îles Airport","Sept-iles","Canada","YZV","CYZV",50.2233009338379,-66.2656021118164,180,"-5","A","America/Toronto","airport","OurAirports"
203,"Teslin Airport","Teslin","Canada","YZW","CYZW",60.1727981567383,-132.74299621582,2313,"-8","A","America/Vancouver","airport","OurAirports"
204,"CFB Greenwood","Greenwood","Canada","YZX","CYZX",44.9844017028809,-64.9169006347656,92,"-4","A","America/Halifax","airport","OurAirports"
205,"Faro Airport","Faro","Canada","ZFA","CZFA",62.2075004577637,-133.376007080078,2351,"-8","A","America/Vancouver","airport","OurAirports"
206,"Fort Mcpherson Airport","Fort Mcpherson","Canada","ZFM","CZFM",67.4075012207031,-134.860992431641,116,"-7","A","America/Edmonton","airport","OurAirports"
4094,"Ekati Airport","Ekati","Canada","YOA","CYOA",64.6988983154,-110.614997864,1536,"-7","A","America/Edmonton","airport","OurAirports"
4106,"Victoria Harbour Seaplane Base","Victoria","Canada","YWH","CYWH",48.4249858939,-123.388867378,0,"-8","A","America/Vancouver","airport","OurAirports"
4236,"Aklavik/Freddie Carmichael Airport","Aklavik","Canada","LAK","CYKD",68.223297,-135.00599,23,"-7","A","America/Edmonton","airport","OurAirports"
4237,"Déline Airport","Deline","Canada","YWJ","CYWJ",65.2110977172852,-123.435997009277,703,"-7","A","America/Edmonton","airport","OurAirports"
4238,"Tulita Airport","Tulita","Canada","ZFN","CZFN",64.909697,-125.572998,332,"-7","A","America/Edmonton","airport","OurAirports"
4239,"Fort Good Hope Airport","Fort Good Hope","Canada","YGH","CYGH",66.2407989501953,-128.651000976562,268,"-7","A","America/Edmonton","airport","OurAirports"
4244,"Paulatuk (Nora Aliqatchialuk Ruben) Airport","Paulatuk","Canada","YPC","CYPC",69.3608381154,-124.075469971,15,"-7","A","America/Edmonton","airport","OurAirports"
5456,"Whistler/Green Lake Water Aerodrome","Whistler","Canada","YWS","CAE5",50.1436004639,-122.948997498,2100,"-8","A","America/Vancouver","airport","OurAirports"
5457,"Anahim Lake Airport","Anahim Lake","Canada","YAA","CAJ4",52.4524993896484,-125.303001403809,3635,"-8","A","America/Vancouver","airport","OurAirports"
5458,"Williams Harbour Airport","Williams Harbour","Canada","YWM","CCA6",52.5668983459473,-55.7846984863281,70,"-3.5","A","America/St_Johns","airport","OurAirports"
5459,"St. Lewis (Fox Harbour) Airport","St. Lewis","Canada","YFX","CCK4",52.3727989196777,-55.673900604248,74,"-3.5","A","America/St_Johns","airport","OurAirports"
5460,"Port Hope Simpson Airport","Port Hope Simpson","Canada","YHA","CCP4",52.5280990600586,-56.2860984802246,347,"-3.5","A","America/St_Johns","airport","OurAirports"
5461,"Rigolet Airport","Rigolet","Canada","YRG","CCZ2",54.1796989440918,-58.4575004577637,180,"-4","A","America/Halifax","airport","OurAirports"
5462,"Colville Lake Airport","Colville Lake","Canada","YCK","CEB3",67.0392,-126.08,850,"-7","A","America/Edmonton","airport","OurAirports"
5463,"Whatì Airport","Whatì","Canada","YLE","CEM3",63.1316986083984,-117.246002197266,882,"-7","A","America/Edmonton","airport","OurAirports"
5464,"Summer Beaver Airport","Summer Beaver","Canada","SUR","CJV7",52.7085990905762,-88.5419006347656,832,"-5","A","America/Toronto","airport","OurAirports"
5465,"Wapekeka Airport","Angling Lake","Canada","YAX","CKB6",53.8492012023926,-89.5793991088867,712,"-6","A","America/Winnipeg","airport","OurAirports"
5466,"Wunnumin Lake Airport","Wunnumin Lake","Canada","WNN","CKL3",52.8939018249512,-89.2891998291016,819,"-5","A","America/Toronto","airport","OurAirports"
5467,"North Spirit Lake Airport","North Spirit Lake","Canada","YNO","CKQ3",52.4900016784668,-92.9710998535156,1082,"-6","A","America/Winnipeg","airport","OurAirports"
5468,"Bearskin Lake Airport","Bearskin Lake","Canada","XBE","CNE3",53.9655990600586,-91.0271987915039,800,"-6","A","America/Winnipeg","airport","OurAirports"
5469,"Kingfisher Lake Airport","Kingfisher Lake","Canada","KIF","CNM5",53.0125007629395,-89.8553009033203,866,"-5","A","America/Toronto","airport","OurAirports"
5470,"Ogoki Post Airport","Ogoki Post","Canada","YOG","CNT3",51.6585998535,-85.9017028809,594,"-5","A","America/Toronto","airport","OurAirports"
5471,"Poplar Hill Airport","Poplar Hill","Canada","YHP","CPV7",52.1133,-94.2556,1095,"-6","A","America/Winnipeg","airport","OurAirports"
5472,"Chisasibi Airport","Chisasibi","Canada","YKU","CSU2",53.8055992126465,-78.9169006347656,43,"-5","A","America/Toronto","airport","OurAirports"
5473,"Tête-à-la-Baleine Airport","Tête-à-la-Baleine","Canada","ZTB","CTB6",50.6744003295898,-59.3835983276367,107,"-4","A","America/Blanc-Sablon","airport","OurAirports"
5474,"La Tabatière Airport","La Tabatière","Canada","ZLT","CTU5",50.8307991027832,-58.9756011962891,102,"-4","A","America/Blanc-Sablon","airport","OurAirports"
5478,"Cat Lake Airport","Cat Lake","Canada","YAC","CYAC",51.7271995544434,-91.8244018554688,1344,"-6","A","America/Winnipeg","airport","OurAirports"
5479,"Fort Frances Municipal Airport","Fort Frances","Canada","YAG","CYAG",48.6542015075684,-93.439697265625,1125,"-6","A","America/Winnipeg","airport","OurAirports"
5480,"Kasabonika Airport","Kasabonika","Canada","XKS","CYAQ",53.5247001647949,-88.6427993774414,672,"-5","A","America/Toronto","airport","OurAirports"
5481,"Kangirsuk Airport","Kangirsuk","Canada","YKG","CYAS",60.0271987915039,-69.9991989135742,403,"-5","A","America/Toronto","airport","OurAirports"
5482,"Attawapiskat Airport","Attawapiskat","Canada","YAT","CYAT",52.9275016784668,-82.4319000244141,31,"-5","A","America/Toronto","airport","OurAirports"
5484,"Uranium City Airport","Uranium City","Canada","YBE","CYBE",59.5614013671875,-108.481002807617,1044,"-6","N","America/Regina","airport","OurAirports"
5485,"Lourdes de Blanc Sablon Airport","Lourdes-De-Blanc-Sablon","Canada","YBX","CYBX",51.4435997009,-57.1852989197,121,"-4","A","America/Blanc-Sablon","airport","OurAirports"
5486,"Cartwright Airport","Cartwright","Canada","YRF","CYCA",53.6828002929688,-57.0419006347656,40,"-4","A","America/Halifax","airport","OurAirports"
5487,"Chesterfield Inlet Airport","Chesterfield Inlet","Canada","YCS","CYCS",63.3469009399,-90.7311019897,32,"-6","A","America/Winnipeg","airport","OurAirports"
5488,"Nain Airport","Nain","Canada","YDP","CYDP",56.5491981506348,-61.6803016662598,22,"-4","A","America/Halifax","airport","OurAirports"
5489,"Fort Severn Airport","Fort Severn","Canada","YER","CYER",56.0189018249512,-87.6761016845703,48,"-5","A","America/Toronto","airport","OurAirports"
5490,"Fort Albany Airport","Fort Albany","Canada","YFA","CYFA",52.2014007568359,-81.6968994140625,48,"-5","A","America/Toronto","airport","OurAirports"
5491,"Fort Hope Airport","Fort Hope","Canada","YFH","CYFH",51.5619010925293,-87.9077987670898,899,"-5","A","America/Toronto","airport","OurAirports"
5492,"Makkovik Airport","Makkovik","Canada","YMN","CYFT",55.0769004821777,-59.1864013671875,234,"-4","A","America/Halifax","airport","OurAirports"
5493,"Texada Gillies Bay Airport","Texada","Canada","YGB","CYGB",49.6941986083984,-124.517997741699,326,"-8","A","America/Vancouver","airport","OurAirports"
5494,"Gods Lake Narrows Airport","Gods Lake Narrows","Canada","YGO","CYGO",54.5588989257812,-94.4914016723633,617,"-6","A","America/Winnipeg","airport","OurAirports"
5495,"Igloolik Airport","Igloolik","Canada","YGT","CYGT",69.3647003174,-81.8161010742,174,"-5","A","America/Toronto","airport","OurAirports"
5496,"Kuujjuarapik Airport","Kuujjuarapik","Canada","YGW","CYGW",55.2818984985352,-77.7652969360352,34,"-5","A","America/Toronto","airport","OurAirports"
5497,"Gillam Airport","Gillam","Canada","YGX","CYGX",56.3574981689453,-94.7106018066406,476,"-6","A","America/Winnipeg","airport","OurAirports"
5498,"Grise Fiord Airport","Grise Fiord","Canada","YGZ","CYGZ",76.4261016846,-82.9092025757,146,"-5","A","America/Toronto","airport","OurAirports"
5499,"Quaqtaq Airport","Quaqtaq","Canada","YQC","CYHA",61.0463981628418,-69.6177978515625,103,"-5","A","America/Toronto","airport","OurAirports"
5500,"Vancouver Harbour Water Aerodrome","Vancouver","Canada","CXH","CYHC",49.2943992615,-123.111000061,0,"-8","A","America/Vancouver","airport","OurAirports"
5501,"Nemiscau Airport","Nemiscau","Canada","YNS","CYHH",51.6911010742188,-76.1355972290039,802,"-5","A","America/Toronto","airport","OurAirports"
5502,"Hopedale Airport","Hopedale","Canada","YHO","CYHO",55.448299407959,-60.2285995483398,39,"-4","A","America/Halifax","airport","OurAirports"
5503,"Chevery Airport","Chevery","Canada","YHR","CYHR",50.4688987731934,-59.6366996765137,39,"-4","A","America/Blanc-Sablon","airport","OurAirports"
5504,"Ivujivik Airport","Ivujivik","Canada","YIK","CYIK",62.4173011779785,-77.9253005981445,126,"-5","A","America/Toronto","airport","OurAirports"
5505,"Island Lake Airport","Island Lake","Canada","YIV","CYIV",53.8572006225586,-94.6536026000977,770,"-6","A","America/Winnipeg","airport","OurAirports"
5506,"Akulivik Airport","Akulivik","Canada","AKV","CYKO",60.8185997009277,-78.1485977172852,75,"-5","A","America/Toronto","airport","OurAirports"
5507,"Waskaganish Airport","Waskaganish","Canada","YKQ","CYKQ",51.4733009338379,-78.75830078125,80,"-5","A","America/Toronto","airport","OurAirports"
5508,"Aupaluk Airport","Aupaluk","Canada","YPJ","CYLA",59.2966995239258,-69.5997009277344,119,"-5","A","America/Toronto","airport","OurAirports"
5509,"Kimmirut Airport","Kimmirut","Canada","YLC","CYLC",62.8499984741,-69.8833007812,175,"-5","A","America/Toronto","airport","OurAirports"
5510,"Lansdowne House Airport","Lansdowne House","Canada","YLH","CYLH",52.1955986022949,-87.934196472168,834,"-5","A","America/Toronto","airport","OurAirports"
5512,"Kangiqsualujjuaq (Georges River) Airport","Kangiqsualujjuaq","Canada","XGR","CYLU",58.7113990783691,-65.9927978515625,215,"-5","A","America/Toronto","airport","OurAirports"
5513,"Mary's Harbour Airport","Mary's Harbour","Canada","YMH","CYMH",52.3027992248535,-55.8471984863281,38,"-3.5","A","America/St_Johns","airport","OurAirports"
5514,"Chapais Airport","Chibougamau","Canada","YMT","CYMT",49.771900177002,-74.5280990600586,1270,"-5","A","America/Toronto","airport","OurAirports"
5515,"Umiujaq Airport","Umiujaq","Canada","YUD","CYMU",56.5360984802246,-76.5183029174805,250,"-5","A","America/Toronto","airport","OurAirports"
5516,"Wemindji Airport","Wemindji","Canada","YNC","CYNC",53.0106010437012,-78.8311004638672,66,"-5","A","America/Toronto","airport","OurAirports"
5517,"Norway House Airport","Norway House","Canada","YNE","CYNE",53.9583015441895,-97.8442001342773,734,"-6","A","America/Winnipeg","airport","OurAirports"
5518,"Points North Landing Airport","Points North Landing","Canada","YNL","CYNL",58.2766990661621,-104.082000732422,1605,"-6","N","America/Regina","airport","OurAirports"
5519,"Oxford House Airport","Oxford House","Canada","YOH","CYOH",54.9333000183105,-95.2789001464844,663,"-6","A","America/Winnipeg","airport","OurAirports"
5520,"Inukjuak Airport","Inukjuak","Canada","YPH","CYPH",58.4719009399414,-78.0768966674805,83,"-5","A","America/Toronto","airport","OurAirports"
5521,"Pikangikum Airport","Pikangikum","Canada","YPM","CYPM",51.8196983337402,-93.9732971191406,1114,"-6","A","America/Winnipeg","airport","OurAirports"
5522,"Peawanuck Airport","Peawanuck","Canada","YPO","CYPO",54.9880981445312,-85.4432983398438,173,"-5","A","America/Toronto","airport","OurAirports"
